variant,symbol,gross_alpha_contribution,net_alpha_contribution,pct_of_variant_net_alpha,abs_pct_of_variant_net_alpha,fee_cost_total,slippage_cost_total,funding_cost_total,total_cost,holding_days,long_days,short_days,is_baseline_top5_positive_symbol
baseline_current_long_short,BYBIT:MANAUSDT.P,0.0282576837779181,0.0294900461779181,0.10335578391327924,0.10335578391327924,1.1e-05,1e-05,-0.0012533624000000002,-0.0012323624000000002,516,0,516,False
baseline_current_long_short,BYBIT:ETCUSDT.P,0.027803923888828675,0.027527219722306307,0.09647653164688615,0.09647653164688615,9.200892857142857e-05,0.00012267857142857143,6.201666652236663e-05,0.00027670416652236665,368,245,123,False
baseline_current_long_short,BYBIT:TRXUSDT.P,0.02769756645510992,0.027106882105993758,0.09500334562404589,0.09500334562404589,3.766666666666666e-05,4.555555555555555e-05,0.0005074621268939397,0.0005906843491161619,607,607,0,False
baseline_current_long_short,BYBIT:DOGEUSDT.P,0.029687212016765607,0.026907638778345688,0.09430504389218979,0.09430504389218979,0.00010314285714285713,0.00013285714285714284,0.0025435732384199135,0.0027795732384199136,669,638,31,False
baseline_current_long_short,BYBIT:JSTUSDT.P,0.02236731884393313,0.023573226843933127,0.08261870209089886,0.08261870209089886,2.6e-05,3.0000000000000004e-05,-0.0012619079999999997,-0.0012059079999999997,397,397,0,False
baseline_current_long_short,BYBIT:XCNUSDT.P,0.01665469940627354,0.023073398806273543,0.08086692054595081,0.08086692054595081,2.6e-05,3.0000000000000004e-05,-0.0064746994000000006,-0.006418699400000001,338,61,277,False
baseline_current_long_short,BYBIT:OPUSDT.P,0.021625577277406233,0.021579083077406233,0.07562968990076206,0.07562968990076206,4.0999999999999994e-05,5e-05,-4.450580000000005e-05,4.649419999999994e-05,244,31,213,False
baseline_current_long_short,BYBIT:WOOUSDT.P,0.021023381462483687,0.021490059262483686,0.07531768204147427,0.07531768204147427,1.4999999999999999e-05,2e-05,-0.0005016778,-0.00046667780000000003,119,0,119,False
baseline_current_long_short,BYBIT:1INCHUSDT.P,0.017629058997076702,0.018965305197076704,0.06646900360794326,0.06646900360794326,1.1e-05,1e-05,-0.0013572462000000004,-0.0013362462000000004,485,0,485,False
baseline_current_long_short,BYBIT:APTUSDT.P,0.01921310448059061,0.017555053880590612,0.06152639926440391,0.06152639926440391,1.1e-05,1e-05,0.0016370506000000001,0.0016580506,181,0,181,False
